id,name,plnt_typ,gro_trig,nfix_co,days_mat,bm_e,harv_idx,lai_pot,frac_hu1,lai_max1,frac_hu2,lai_max2,hu_lai_decl,dlai_rate,can_ht_max,rt_dp_max,tmp_opt,tmp_base,frac_n_yld,frac_p_yld,frac_n_em,frac_n_50,frac_n_mat,frac_p_em,frac_p_50,frac_p_mat,harv_idx_ws,usle_c_min,stcon_max,vpd,frac_stcon,ru_vpd,co2_hi,bm_e_hi,plnt_decomp,lai_min,bm_tree_acc,yrs_mat,bm_tree_max,ext_co,leaf_tov_mn,leaf_tov_mx,bm_dieoff,rt_st_beg,rt_st_end,plnt_pop1,frac_lai1,plnt_pop2,frac_lai2,frac_sw_gro,aeration,rsd_pctcov,rsd_covfac,description
71,cucm,warm_annual,temp_gro,0,90,33,0.35,1.5,0.15,0.05,0.5,0.95,0.6,1,0.5,1.2,32,12.7,0.0218,0.0043,0.04,0.02,0.0015,0.0053,0.0025,0.0012,0.35,0.03,0.007,4,0.75,8,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.05,cucumber
72,cwgr,perennial,temp_gro,0,0,35,0.02,4,0.35,0.02,0.62,0.95,0.85,1,0.9,1.3,25,6,0.05,0.004,0.03,0.02,0.012,0.002,0.0015,0.0013,0.9,0.003,0.005,4,0.75,8,660,38,0.05,2,0.3,2,30,0.4,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.05,crested_wheatgrass
73,cwps,warm_annual,temp_gro,0.5,100,35,0.42,4,0.15,0.01,0.5,0.95,0.8,1,1.2,2,28,14,0.0427,0.0048,0.06,0.0231,0.0134,0.0049,0.0019,0.0011,0.05,0.03,0.005,4,0.75,8,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,cowpeas
74,dryb,warm_annual,temp_gro,0.5,90,25,0.4,2,0.58,0.05,0.89,0.99,0.75,1,0.44,1.1,30,8,0.0375,0.0047,0.045,0.03,0.025,0.0045,0.003,0.0025,0.3,0.2,0.01,4,0.75,1,660,27,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.05,dry_beans
75,dwht,cold_annual,temp_gro,0,120,30,0.4,4,0.15,0.01,0.5,0.95,0.8,1,1,2,15,0,0.0263,0.0057,0.06,0.0231,0.013,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,7,660,45,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.53,0.028,durum_wheat
76,dwht110,cold_annual,temp_gro,0,110,30,0.4,4,0.15,0.01,0.5,0.95,0.8,1,1,2,15,0,0.0263,0.0057,0.06,0.0231,0.013,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,7,660,45,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.53,0.028,durum_wheat
77,dwht120,cold_annual,temp_gro,0,120,30,0.4,4,0.15,0.01,0.5,0.95,0.8,1,1,2,15,0,0.0263,0.0057,0.06,0.0231,0.013,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,7,660,45,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.53,0.028,durum_wheat
78,egam,perennial,temp_gro,0,0,21,0.9,2.5,0.05,0.18,0.25,0.9,0.4,10,1.7,2,25,12,0.016,0.0022,0.02,0.01,0.007,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,58,0.05,2,0.3,2,30,0.31,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,eastern_gamagrass
79,eggp,warm_annual,temp_gro,0,90,30,0.59,3,0.15,0.05,0.5,0.95,0.6,0.1,0.5,1.2,26,15,0.0218,0.0041,0.0663,0.0255,0.0075,0.0053,0.002,0.0015,0.25,0.03,0.006,4,0.75,8,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,eggplant
80,euca,perennial,temp_gro,0,0,15,0.1,2.5,0.1,0.15,0.5,0.75,0.99,1,3.5,2,20,7,0.0019,0.0004,0.06,0.02,0.015,0.007,0.004,0.003,0.05,0.001,0.007,4,0.75,3,660,20,0.05,0.75,0.3,10,500,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.35,0.07,eucalyptus
81,fesc,perennial,temp_gro,0,0,30,0.02,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,2,0.3,2,30,0.65,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,tall_fescue
82,flax,cold_annual,temp_gro,0,100,25,0.54,2.5,0.15,0.02,0.5,0.95,0.9,0.5,1.2,1.5,22.5,5,0.04,0.0033,0.0482,0.0294,0.0263,0.0049,0.0024,0.0023,0.4,0.2,0.005,4,0.75,10,660,33,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.53,0.028,flax
83,fodb,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.1,45,66,77,0.83,12,3,0,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,deciduous_broadleaf_forest
84,fodn,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.1,45,66,77,0.83,12,3,0,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,deciduous_needleleaf_forest
85,foeb,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,30,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,0.1,25,55,70,0.77,12,3,0,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,evergreen_broadleaf_forest
86,foen,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,30,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,0.1,25,55,70,0.77,12,3,0,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,evergreen_needleleaf_forest
87,fomi,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.1,36,60,73,0.79,12,3,0,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,mixed_forest
88,fpea,cold_annual,temp_gro,0.5,100,25,0.45,4,0.15,0.01,0.5,0.95,0.75,1,1.2,1.2,15,1,0.037,0.0021,0.0515,0.0335,0.0296,0.0033,0.0019,0.0014,0.1,0.01,0.005,4,0.75,10,660,30,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,field_peas
89,frsd,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.75,0.3,10,100,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous
90,frsd_suhf,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,12,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,2,0.3,30,140,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_subtropical_humid_forest
91,frsd_sums,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_subtropical_mountain_systems
92,frsd_sust,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,26,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,180,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_subtropical_steppe
93,frsd_tecf,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,8,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,200,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_temperate_continental_forest
94,frsd_tems,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_temperate_mountain_systems
95,frsd_teof,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_temperate_oceanic_forest
96,frsd_test,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,10,180,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_deciduous_temperate_steppe
97,frse,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,30,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen
98,frse_sudrf,perennial,moisture_gro,0,0,15,0.02,4,0.15,0.7,0.25,0.99,0.99,1,10,3.5,15,5,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,3,0.3,30,140,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_subtropical_dry_forest
99,frse_suds,perennial,moisture_gro,0,0,15,0.02,2,0.15,0.7,0.25,0.99,0.99,1,10,3.5,26,5,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,30,140,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_subtropical_desert
100,frse_suhf,perennial,moisture_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,25,12,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,4,0.3,30,140,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_subtropical_humid_forest
101,frse_sums,perennial,moisture_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,25,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,4,0.3,30,250,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_subtropical_mountain_systems
102,frse_sust,perennial,moisture_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,26,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,3,0.3,30,180,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_subtropical_steppe
103,frse_tecf,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,20,8,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,4,0.3,30,200,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_temperate_continental_forest
104,frse_teds,perennial,temp_gro,0,0,15,0.02,2,0.15,0.7,0.25,0.99,0.99,1,10,3.5,26,5,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,1,0.3,30,140,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_temperate_desert
105,frse_tems,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,20,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,4,0.3,30,250,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_temperate_mountain_systems
106,frse_teof,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,20,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,4,0.3,30,350,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_temperate_oceanic_forest
107,frse_test,perennial,temp_gro,0,0,15,0.02,5,0.15,0.7,0.25,0.99,0.99,1,10,3.5,25,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.6,0.001,0.002,4,0.75,8,660,16,0.05,3,0.3,30,180,0.65,12,3,0.1,0.4,0.2,100,0.05,1000,0.95,0.5,0.2,0.5,0.07,forest_evergreen_temperate_steppe
108,frst,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,0.75,0.3,50,100,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed
109,frst_suhf,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,12,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,3,0.3,50,140,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_subtropical_humid_forest
110,frst_sums,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,3,0.3,50,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_subtropical_mountain_systems
111,frst_sust,perennial,moisture_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,26,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,2,0.3,50,180,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_subtropical_steppe
112,frst_tecf,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,8,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,3,0.3,50,200,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_temperate_continental_forest
113,frst_tems,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,3,0.3,50,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_temperate_mountain_systems
114,frst_teof,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,20,10,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,3,0.3,50,250,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_temperate_oceanic_forest
115,frst_test,perennial,temp_gro,0,0,15,0.02,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,25,0,0.0015,0.0003,0.06,0.02,0.015,0.007,0.004,0.003,0.01,0.005,0.002,4,0.75,8,660,16,0.05,2,0.3,50,180,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,forest_mixed_temperate_steppe
116,gpea,warm_annual,temp_gro,0.5,90,25,0.3,2.5,0.1,0.05,0.8,0.95,0.6,1,0.6,1.1,27,10,0.041,0.0051,0.06,0.04,0.03,0.003,0.002,0.0015,0.22,0.2,0.01,4,0.75,1,660.34,27,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,green_peas
117,grap,perennial,temp_gro,0,0,30,0.3,2,0.05,0.01,0.5,0.95,0.9,1,2,2,30,10,0.02,0.0025,0.01,0.004,0.003,0.0014,0.0008,0.0006,0.3,0.1,0.005,1.1,0.75,9,660,40,0.05,1,0.3,2,1,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,grape
118,grar,perennial,temp_gro,0,0,16.1,0.05,2,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.02,0.01,0.008,0.0007,0.0004,0.0003,0.01,0.001,0.0036,4,0.75,8,660,18,0.05,0.75,0.3,10,50,0.61,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,grape_red
119,gras,perennial,temp_gro,0,0,34,0.9,2.5,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,0.15,49,69,79,0.84,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,grassland
120,grbn,warm_annual,temp_gro,0.5,90,25,0.1,1.5,0.1,0.05,0.8,0.95,0.9,1,0.6,1.2,19,10,0.0299,0.0039,0.004,0.003,0.0015,0.004,0.0035,0.0015,0.1,0.2,0.008,4,0.75,5,660,34,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.05,green_beans
121,grsg,warm_annual,temp_gro,0,110,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,0.5,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.34,0.05,grain_sorghum
122,grsg100,warm_annual,temp_gro,0,100,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,0.5,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.34,0.05,grain_sorghum
123,grsg105,warm_annual,temp_gro,0,105,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,0.5,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.34,0.05,grain_sorghum
124,grsg110,warm_annual,temp_gro,0,110,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,0.5,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.34,0.05,grain_sorghum
125,grsg95,warm_annual,temp_gro,0,95,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,0.5,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.34,0.05,grain_sorghum
126,hay,perennial,temp_gro,0,0,35,0.02,4,0.05,0.05,0.49,0.95,0.99,0.1,0.5,2,25,12,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.9,0.003,0.005,4,0.75,10,660,36,0.05,0.75,0.3,2,40,0.65,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,hay
127,hmel,warm_annual,temp_gro,0,90,33,0.66,4,0.15,0.05,0.5,0.95,0.6,1,0.8,1.1,35,10,0.0072,0.001,0.02,0.01,0.008,0.0026,0.002,0.0017,0.55,0.03,0.007,4,0.75,1,660.41,39,0.05,1,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,honeydew_melon
128,indn,perennial,temp_gro,0,0,34,0.02,3,0.05,0.1,0.25,0.7,0.35,10,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,2,0.3,2,30,0.36,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,indiangrass
129,jhgr,perennial,temp_gro,0,0,35,0.02,2.5,0.15,0.05,0.57,0.95,0.5,1,1,2,30,11,0.02,0.0028,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.9,0.2,0.005,4,0.75,8.5,660,36,0.05,2,0.3,2,30,0.65,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,johnsongrass
130,kale,warm_annual,temp_gro,0,90,23,0.8,4.2,0.25,0.23,0.4,0.86,1,1,0.2,0.8,18.2,0,0.0394,0.0049,0.05,0.025,0.021,0.0084,0.0032,0.0019,0.8,0.01,0.0122,4,0.75,0.5,660.31,25,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,kale
131,lbls,perennial,temp_gro,0,0,34,0.02,2.5,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,2,0.3,2,30,0.36,12,3,1,0.4,0.2,22,0.05,40,0.71,0.5,0.2,0.5,0.07,little_bluestem
132,ldgp,perennial,temp_gro,0,0,15,0.02,5,15,0.7,25,0.99,0.99,1,25,3,30,0,0.0015,0.0003,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.6,0.001,0.007,-6.5,1,8,660,15,0.05,0.75,0.3,50,100,0.52,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,lodge_pole_pine
133,lent,warm_annual,temp_gro,0.5,85,20,0.61,4,0.15,0.02,0.5,0.95,0.9,0.5,0.55,1.2,20,3,0.0506,0.0051,0.044,0.0164,0.0128,0.0074,0.0037,0.0023,0.01,0.2,0.005,4,0.75,10,660,33,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,lentils
134,lett,cold_annual,temp_gro,0,90,25,0.95,4.62,0.25,0.23,0.4,0.86,1,0.5,0.2,0.8,18.2,0,0.0394,0.0049,0.05,0.025,0.021,0.0084,0.0032,0.0019,0.95,0.01,0.0122,4,0.75,8,660,25,0.05,0.1,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,head_lettuce
135,lima,warm_annual,temp_gro,0.5,100,25,0.3,2.5,0.1,0.05,0.8,0.95,0.9,0.1,0.6,2,26,18,0.0368,0.0046,0.004,0.003,0.0015,0.0035,0.003,0.0015,0.22,0.2,0.005,4,0.75,5,660,34,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,lima_beans
136,mapl,perennial,temp_gro,0,0,15,0.1,4,0.1,0.15,0.5,0.75,0.99,1,3.5,2,20,7,0.0019,0.0004,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.05,0.001,0.007,4,0.75,3,660,20,0.05,0.75,3,10,500,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0,maple_tree
137,mesq,perennial,temp_gro,0,0,16.1,0.05,1.25,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.02,0.01,0.008,0.0007,0.0004,0.0003,0.01,0.001,0.004,4,0.75,8,660,18,0.05,0.75,0.3,10,50,0.61,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,honey_mesquite
138,migs,perennial,temp_gro,0,0,34,0.02,2.25,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,0.15,44,65,76.5,0.82,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,mixed_grassland/shrubland
139,mint,cold_annual,temp_gro,0,0,3.2,1,3.5,0.15,0.01,0.56,0.99,0.95,1,0.3,1,30,5,0.0135,0.0036,0.055,0.0075,0.0012,0.006,0.003,0.002,0.9,0.2,0.006,4,0.75,10,660,35,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,mint
140,mixc,warm_annual,temp_gro,0,110,33.5,0.45,3,0.15,0.05,0.5,0.95,0.64,1,1,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.25,0.2,0.005,4,0.75,8.5,660,36,0.05,0.14,67,77,83,0.87,12,3,1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.07,mixed_dryland/irrigated_cropland
141,mung,warm_annual,temp_gro,0.5,100,25,0.31,4,0.15,0.01,0.5,0.95,0.9,10,1.5,2,30,15,0.042,0.004,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.2,0.005,4,0.75,10,660,33,0.05,0,0,0,0,0.65,12,3,0.1,0.4,0.2,0,0,0,0,0.5,0.2,0.5,0.024,mung_beans
